complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV00170,CIT25549,Education Department,Suburban Area,Encroachment,Critical,Resolved,2022-09-30,2022-10-06,6.0,Urgent complaint about this affecting citizens,5,Mobile App,Officer_472
GRV00171,CIT79721,Municipal Sanitation,Old City,Water Shortage,Medium,Reopened,2024-05-18,,,Contaminated water supply reported in Old City locality,,Mobile App,Officer_335
GRV00172,CIT96533,Public Transport,East District,Property Tax,High,Resolved,2022-08-20,2022-08-24,4.0,Repeated complaint about 21 in East District area still unresolved,1,Online Portal,Officer_404
GRV00173,CIT62725,Water Supply,East District,Sewage Overflow,High,Pending,2022-04-01,,,Repeated complaint about East District in 26 area still unresolved,,Mobile App,Officer_357
GRV00174,CIT49552,Health Services,West District,Road Construction Delay,Medium,Resolved,2023-10-19,2023-11-08,20.0,Urgent complaint about West District affecting citizens,4,Walk-in,Officer_240
GRV00175,CIT74962,Water Supply,Old City,Road Construction Delay,Critical,Closed,2024-05-24,2024-06-02,9.0,Serious issue regarding this in our locality,5,Walk-in,Officer_456
GRV00176,CIT39536,Revenue Department,Suburban Area,Street Light Failure,Low,Resolved,2024-08-27,2024-10-06,40.0,No action taken on Suburban Area complaint since this days,1,Email,Officer_311
GRV00177,CIT94765,Revenue Department,New Township,Documentation Issue,Medium,Resolved,2023-02-21,2023-03-19,26.0,Serious issue regarding our in our locality,1,Email,Officer_470
GRV00178,CIT87015,Municipal Sanitation,North District,Property Tax,High,Resolved,2022-05-30,2022-06-08,9.0,Urgent complaint about North District affecting citizens,3,Walk-in,Officer_107
GRV00179,CIT61987,Municipal Sanitation,Hill Station,Garbage Collection,High,In Progress,2023-02-23,,,Overflowing dustbin near our area not cleaned,,Walk-in,Officer_294
GRV00180,CIT22924,Education Department,New Township,Air Pollution,Medium,Resolved,2024-10-15,2024-11-18,34.0,Repeated complaint about our in our area still unresolved,3,Phone,Officer_123
GRV00181,CIT29976,Police Department,West District,Street Light Failure,Medium,Resolved,2024-05-05,2024-05-28,23.0,Urgent complaint about West District affecting citizens,4,Email,Officer_225
GRV00182,CIT32050,Education Department,New Township,Noise Pollution,High,Resolved,2024-10-01,2024-10-18,17.0,No action taken on New Township complaint since this days,2,Email,Officer_428
GRV00183,CIT10836,Water Supply,New Township,Road Damage,Low,In Progress,2022-04-10,,,Broken road surface causing vehicle damage in New Township,,Online Portal,Officer_462
GRV00184,CIT96413,Electricity Board,North District,Hospital Service,Medium,Pending,2024-09-16,,,Repeated complaint about 2 in this area still unresolved,,Online Portal,Officer_108
GRV00185,CIT98346,Housing Authority,Coastal Ward,Property Tax,Medium,Pending,2024-10-25,,,Repeated complaint about Coastal Ward in 5 area still unresolved,,Email,Officer_176
GRV00186,CIT20357,Municipal Sanitation,East District,Sewage Overflow,High,Pending,2024-03-23,,,No action taken on this complaint since East District days,,Mobile App,Officer_253
GRV00187,CIT93459,Fire Services,South District,Road Damage,Medium,Resolved,2024-09-01,2024-09-09,8.0,Pothole on main road causing accidents near South District,1,Phone,Officer_322
GRV00188,CIT15577,Fire Services,Industrial Area,Road Construction Delay,Critical,Reopened,2024-12-17,,,Urgent complaint about this affecting citizens,,Walk-in,Officer_123
GRV00189,CIT37152,Roads & Infrastructure,North District,Property Tax,Medium,Closed,2023-10-07,2023-10-13,6.0,Urgent complaint about this affecting citizens,1,Walk-in,Officer_183
GRV00190,CIT60311,Police Department,West District,Road Construction Delay,Medium,In Progress,2023-11-11,,,Urgent complaint about 27 affecting citizens,,Email,Officer_481
GRV00191,CIT90460,Public Transport,North District,Garbage Collection,High,Resolved,2023-11-29,2023-12-21,22.0,No sanitation vehicle visiting our locality since our,1,Walk-in,Officer_330
GRV00192,CIT99088,Education Department,West District,Air Pollution,Medium,Pending,2023-01-16,,,Repeated complaint about our in West District area still unresolved,,Online Portal,Officer_142
GRV00193,CIT51507,Health Services,East District,Encroachment,High,In Progress,2024-03-08,,,No action taken on 5 complaint since our days,,Phone,Officer_284
GRV00194,CIT23538,Health Services,South District,Street Light Failure,Medium,Resolved,2024-11-15,2024-12-16,31.0,Serious issue regarding our in our locality,5,Online Portal,Officer_405
GRV00195,CIT41816,Police Department,Industrial Area,Encroachment,Medium,Resolved,2022-06-23,2022-08-02,40.0,Urgent complaint about this affecting citizens,2,Mobile App,Officer_237
GRV00196,CIT49289,Health Services,Central Zone,Delayed Response,Low,Resolved,2023-07-20,2023-09-21,63.0,Repeated complaint about 27 in our area still unresolved,2,Phone,Officer_404
GRV00197,CIT91289,Police Department,West District,Poor Service,Medium,Resolved,2024-03-21,2024-04-16,26.0,Repeated complaint about our in our area still unresolved,4,Email,Officer_169
GRV00198,CIT62198,Health Services,Industrial Area,Sewage Overflow,Medium,Closed,2023-10-06,2023-10-22,16.0,No action taken on this complaint since Industrial Area days,3,Phone,Officer_243
GRV00199,CIT13527,Revenue Department,Industrial Area,Garbage Collection,Low,Closed,2023-01-04,2023-03-25,80.0,No sanitation vehicle visiting our locality since Industrial Area,4,Walk-in,Officer_454
GRV00200,CIT59412,Roads & Infrastructure,East District,Delayed Response,Medium,Resolved,2022-11-12,2022-12-14,32.0,Serious issue regarding this in our locality,5,Phone,Officer_373
GRV00201,CIT80373,Housing Authority,Coastal Ward,Corruption,High,Pending,2024-01-07,,,Serious issue regarding Coastal Ward in our locality,,Walk-in,Officer_185
GRV00202,CIT53463,Fire Services,Riverside Block,Road Damage,High,Pending,2024-03-29,,,Broken road surface causing vehicle damage in 5,,Online Portal,Officer_232
GRV00203,CIT61266,Municipal Sanitation,South District,Documentation Issue,High,Pending,2024-02-06,,,Repeated complaint about South District in 13 area still unresolved,,Phone,Officer_153
GRV00204,CIT50880,Health Services,Suburban Area,Power Outage,Critical,Resolved,2022-10-18,2022-10-24,6.0,Transformer damaged causing outage in Suburban Area area,5,Phone,Officer_278
GRV00205,CIT49356,Education Department,South District,Poor Service,Medium,In Progress,2022-05-18,,,Serious issue regarding 27 in our locality,,Online Portal,Officer_275
GRV00206,CIT82339,Fire Services,South District,Drainage Issue,High,Closed,2024-11-22,2024-11-30,8.0,Sewage overflow on main road near this,4,Mobile App,Officer_307
GRV00207,CIT90492,Fire Services,East District,Drainage Issue,Medium,Pending,2022-03-01,,,Sewage overflow on main road near this,,Phone,Officer_102
GRV00208,CIT23336,Environment Department,West District,Hospital Service,High,Resolved,2022-05-09,2022-05-30,21.0,Urgent complaint about our affecting citizens,2,Phone,Officer_158
GRV00209,CIT90125,Health Services,Hill Station,Delayed Response,High,Pending,2024-03-06,,,Repeated complaint about 20 in our area still unresolved,,Phone,Officer_416
GRV00210,CIT25448,Electricity Board,Hill Station,School Facilities,Medium,Closed,2022-10-02,2022-10-27,25.0,Urgent complaint about 11 affecting citizens,2,Walk-in,Officer_455
GRV00211,CIT34347,Electricity Board,New Township,Encroachment,Low,Resolved,2024-02-25,2024-04-29,64.0,Repeated complaint about New Township in New Township area still unresolved,4,Walk-in,Officer_171
GRV00212,CIT73518,Electricity Board,Industrial Area,Poor Service,High,Pending,2022-01-20,,,Urgent complaint about this affecting citizens,,Email,Officer_358
GRV00213,CIT74054,Fire Services,Old City,Corruption,Medium,Pending,2024-06-28,,,Urgent complaint about 4 affecting citizens,,Mobile App,Officer_249
GRV00214,CIT82053,Water Supply,Industrial Area,Bus Route Issue,Low,Pending,2024-10-11,,,Serious issue regarding 20 in our locality,,Walk-in,Officer_496
GRV00215,CIT81611,Housing Authority,Industrial Area,Water Quality,Low,In Progress,2024-06-22,,,Urgent complaint about 15 affecting citizens,,Mobile App,Officer_252
GRV00216,CIT37509,Water Supply,Central Zone,Property Tax,High,Resolved,2022-08-29,2022-09-08,10.0,No action taken on this complaint since Central Zone days,2,Mobile App,Officer_130
GRV00217,CIT47923,Police Department,Industrial Area,Water Quality,Medium,Resolved,2023-10-25,2023-11-17,23.0,No action taken on 29 complaint since this days,1,Walk-in,Officer_435
GRV00218,CIT61472,Electricity Board,Coastal Ward,Street Light Failure,High,Resolved,2023-05-22,2023-06-15,24.0,Repeated complaint about our in this area still unresolved,4,Phone,Officer_138
GRV00219,CIT69597,Fire Services,South District,Encroachment,Medium,Pending,2024-01-26,,,Repeated complaint about 12 in 29 area still unresolved,,Phone,Officer_425
GRV00220,CIT66314,Fire Services,Coastal Ward,Air Pollution,High,Closed,2024-03-25,2024-04-03,9.0,Urgent complaint about our affecting citizens,3,Walk-in,Officer_272
GRV00221,CIT99463,Housing Authority,Riverside Block,Street Light Failure,Medium,Pending,2023-12-05,,,Serious issue regarding 3 in our locality,,Phone,Officer_108
GRV00222,CIT95196,Roads & Infrastructure,Central Zone,Poor Service,Critical,Pending,2022-09-28,,,No action taken on our complaint since our days,,Walk-in,Officer_142
GRV00223,CIT95915,Public Transport,Hill Station,Drainage Issue,High,Resolved,2023-04-25,2023-05-11,16.0,Drain blocked causing flooding in 24 area,1,Mobile App,Officer_344
GRV00224,CIT65353,Roads & Infrastructure,North District,Road Construction Delay,High,Resolved,2023-12-05,2023-12-11,6.0,Urgent complaint about 17 affecting citizens,2,Phone,Officer_145
GRV00225,CIT27451,Environment Department,South District,Garbage Collection,Critical,Resolved,2022-10-08,2022-10-15,7.0,Overflowing dustbin near 4 area not cleaned,5,Mobile App,Officer_325
GRV00226,CIT90750,Public Transport,Coastal Ward,Hospital Service,Low,Pending,2024-04-23,,,Repeated complaint about Coastal Ward in 4 area still unresolved,,Mobile App,Officer_485
GRV00227,CIT94491,Roads & Infrastructure,New Township,Encroachment,Medium,Resolved,2023-05-23,2023-06-14,22.0,Serious issue regarding our in our locality,1,Walk-in,Officer_205
GRV00228,CIT74865,Housing Authority,Riverside Block,Documentation Issue,Medium,Resolved,2022-04-22,2022-05-12,20.0,Repeated complaint about Riverside Block in 17 area still unresolved,5,Online Portal,Officer_284
GRV00229,CIT99514,Public Transport,East District,Encroachment,Medium,Closed,2024-01-19,2024-02-27,39.0,Urgent complaint about this affecting citizens,1,Online Portal,Officer_400
GRV00230,CIT47550,Roads & Infrastructure,Coastal Ward,Property Tax,Critical,Resolved,2024-03-26,2024-04-04,9.0,Repeated complaint about this in Coastal Ward area still unresolved,3,Online Portal,Officer_258
GRV00231,CIT50654,Roads & Infrastructure,West District,Hospital Service,Low,Reopened,2022-05-16,,,Repeated complaint about West District in West District area still unresolved,,Online Portal,Officer_322
GRV00232,CIT25655,Roads & Infrastructure,Old City,Sewage Overflow,Medium,Pending,2022-12-26,,,Serious issue regarding Old City in our locality,,Online Portal,Officer_183
GRV00233,CIT31884,Education Department,Industrial Area,Documentation Issue,High,Pending,2023-06-15,,,No action taken on our complaint since 25 days,,Online Portal,Officer_271
GRV00234,CIT69663,Revenue Department,Central Zone,Documentation Issue,High,Resolved,2022-06-07,2022-06-25,18.0,No action taken on this complaint since Central Zone days,3,Mobile App,Officer_230
GRV00235,CIT16026,Roads & Infrastructure,North District,Garbage Collection,Medium,Resolved,2022-01-26,2022-02-15,20.0,No sanitation vehicle visiting our locality since this,2,Mobile App,Officer_118
GRV00236,CIT20208,Housing Authority,Coastal Ward,Corruption,Medium,Resolved,2023-10-18,2023-11-09,22.0,No action taken on 5 complaint since Coastal Ward days,5,Online Portal,Officer_305
GRV00237,CIT11044,Roads & Infrastructure,North District,School Facilities,Medium,In Progress,2024-07-24,,,No action taken on our complaint since our days,,Email,Officer_224
GRV00238,CIT81638,Education Department,Industrial Area,Road Construction Delay,Critical,Reopened,2023-02-05,,,Urgent complaint about 6 affecting citizens,,Phone,Officer_112
GRV00239,CIT10191,Municipal Sanitation,North District,Air Pollution,High,Pending,2023-11-18,,,Repeated complaint about our in North District area still unresolved,,Email,Officer_221
GRV00240,CIT22193,Revenue Department,Old City,Road Damage,Low,Reopened,2023-07-28,,,Pothole on main road causing accidents near this,,Walk-in,Officer_334
GRV00241,CIT87580,Environment Department,South District,Road Construction Delay,Low,Resolved,2024-03-18,2024-04-06,19.0,Serious issue regarding South District in our locality,2,Walk-in,Officer_233
GRV00242,CIT27840,Public Transport,Suburban Area,Noise Pollution,Medium,Resolved,2022-06-02,2022-06-19,17.0,Serious issue regarding 6 in our locality,2,Phone,Officer_338
GRV00243,CIT69233,Public Transport,Suburban Area,Garbage Collection,Critical,Pending,2023-03-02,,,Garbage dumped on road since our week near 29,,Online Portal,Officer_180
GRV00244,CIT21955,Fire Services,Central Zone,Sewage Overflow,High,Resolved,2023-11-03,2023-11-10,7.0,Urgent complaint about this affecting citizens,5,Online Portal,Officer_446
GRV00245,CIT82105,Health Services,Central Zone,Drainage Issue,Medium,Resolved,2024-07-15,2024-08-24,40.0,Sewage overflow on main road near this,1,Mobile App,Officer_162
GRV00246,CIT86823,Water Supply,Central Zone,Bus Route Issue,High,Resolved,2022-06-22,2022-07-13,21.0,No action taken on 28 complaint since 2 days,2,Phone,Officer_165
GRV00247,CIT75028,Roads & Infrastructure,South District,Garbage Collection,Medium,Resolved,2024-06-06,2024-07-06,30.0,Garbage not collected for this days,2,Walk-in,Officer_209
GRV00248,CIT75390,Electricity Board,Central Zone,Property Tax,Low,Resolved,2023-05-19,2023-07-05,47.0,Repeated complaint about this in 3 area still unresolved,3,Phone,Officer_170
GRV00249,CIT57069,Revenue Department,West District,Documentation Issue,Critical,Resolved,2022-02-09,2022-02-16,7.0,Repeated complaint about this in our area still unresolved,4,Walk-in,Officer_192
GRV00250,CIT79393,Water Supply,New Township,Sewage Overflow,Critical,Resolved,2022-04-30,2022-05-08,8.0,No action taken on New Township complaint since 7 days,2,Mobile App,Officer_236
GRV00251,CIT56504,Housing Authority,Coastal Ward,Road Damage,Critical,In Progress,2024-03-06,,,Road completely damaged after rains near Coastal Ward,,Email,Officer_262
GRV00252,CIT83873,Environment Department,Coastal Ward,Air Pollution,Low,Closed,2023-12-22,2024-03-13,82.0,Urgent complaint about Coastal Ward affecting citizens,4,Email,Officer_258
GRV00253,CIT79002,Electricity Board,Old City,Road Damage,Medium,Resolved,2023-03-25,2023-03-31,6.0,Broken road surface causing vehicle damage in our,5,Mobile App,Officer_166
GRV00254,CIT12872,Public Transport,Coastal Ward,Drainage Issue,High,Closed,2023-10-25,2023-10-29,4.0,Sewage overflow on main road near Coastal Ward,1,Email,Officer_286
